iter	Passed	Remaining
1460	4761	1756
1461	4764	1753
1462	4766	1749
1463	4770	1746
1464	4774	1743
1465	4777	1740
1466	4780	1736
1467	4783	1733
1468	4786	1730
1469	4790	1727
1470	4793	1723
1471	4795	1720
1472	4798	1716
1473	4802	1713
1474	4805	1710
1475	4808	1707
1476	4811	1703
1477	4814	1700
1478	4818	1697
1479	4821	1694
1480	4824	1690
1481	4827	1687
1482	4830	1684
1483	4833	1680
1484	4836	1677
1485	4838	1673
1486	4841	1670
1487	4845	1667
1488	4847	1663
1489	4850	1660
1490	4853	1656
1491	4856	1653
1492	4859	1650
1493	4862	1646
1494	4864	1643
1495	4867	1639
1496	4870	1636
1497	4873	1633
1498	4876	1629
1499	4879	1626
1500	4881	1622
1501	4884	1619
1502	4887	1616
1503	4890	1612
1504	4892	1609
1505	4895	1605
1506	4898	1602
1507	4901	1599
1508	4903	1595
1509	4906	1592
1510	4909	1588
1511	4912	1585
1512	4914	1581
1513	4917	1578
1514	4920	1575
1515	4923	1571
1516	4925	1568
1517	4928	1565
1518	4931	1561
1519	4934	1558
1520	4936	1554
1521	4939	1551
1522	4943	1548
1523	4946	1545
1524	4949	1541
1525	4952	1538
1526	4955	1535
1527	4958	1531
1528	4962	1528
1529	4965	1525
1530	4968	1522
1531	4971	1518
1532	4975	1515
1533	4979	1512
1534	4982	1509
1535	4985	1506
1536	4988	1502
1537	4991	1499
1538	4994	1496
1539	4997	1492
1540	5000	1489
1541	5003	1486
1542	5006	1482
1543	5009	1479
1544	5011	1475
1545	5014	1472
1546	5017	1469
1547	5020	1465
1548	5023	1462
1549	5025	1459
1550	5028	1455
1551	5031	1452
1552	5034	1448
1553	5036	1445
1554	5039	1442
1555	5042	1438
1556	5045	1435
1557	5048	1432
1558	5050	1428
1559	5053	1425
1560	5056	1422
1561	5059	1418
1562	5062	1415
1563	5064	1411
1564	5067	1408
1565	5070	1405
1566	5073	1401
1567	5075	1398
1568	5078	1395
1569	5081	1391
1570	5084	1388
1571	5086	1384
1572	5089	1381
1573	5092	1378
1574	5095	1374
1575	5098	1371
1576	5100	1368
1577	5103	1364
1578	5106	1361
1579	5109	1358
1580	5111	1354
1581	5115	1351
1582	5118	1348
1583	5121	1345
1584	5124	1341
1585	5127	1338
1586	5131	1335
1587	5133	1331
1588	5136	1328
1589	5139	1325
1590	5142	1321
1591	5145	1318
1592	5148	1315
1593	5151	1312
1594	5155	1308
1595	5158	1305
1596	5161	1302
1597	5164	1299
1598	5167	1295
1599	5169	1292
1600	5172	1289
1601	5175	1285
1602	5178	1282
1603	5181	1279
1604	5183	1275
1605	5186	1272
1606	5189	1269
1607	5192	1265
1608	5194	1262
1609	5197	1259
1610	5200	1255
1611	5203	1252
1612	5205	1248
1613	5208	1245
1614	5211	1242
1615	5213	1238
1616	5216	1235
1617	5219	1232
1618	5221	1228
1619	5224	1225
1620	5227	1222
1621	5230	1218
1622	5232	1215
1623	5235	1212
1624	5238	1208
1625	5240	1205
1626	5243	1202
1627	5246	1198
1628	5249	1195
1629	5252	1192
1630	5255	1188
1631	5257	1185
1632	5260	1182
1633	5263	1178
1634	5265	1175
1635	5268	1172
1636	5271	1168
1637	5274	1165
1638	5277	1162
1639	5280	1159
1640	5282	1155
1641	5286	1152
1642	5289	1149
1643	5292	1146
1644	5295	1142
1645	5298	1139
1646	5301	1136
1647	5304	1133
1648	5307	1129
1649	5310	1126
1650	5312	1123
1651	5316	1119
1652	5318	1116
1653	5321	1113
1654	5324	1109
1655	5327	1106
1656	5330	1103
1657	5333	1100
1658	5336	1096
1659	5339	1093
1660	5342	1090
1661	5345	1087
1662	5348	1083
1663	5351	1080
1664	5354	1077
1665	5357	1073
1666	5359	1070
1667	5362	1067
1668	5365	1064
1669	5368	1060
1670	5370	1057
1671	5373	1054
1672	5376	1050
1673	5379	1047
1674	5381	1044
1675	5384	1040
1676	5387	1037
1677	5390	1034
1678	5392	1031
1679	5395	1027
1680	5398	1024
1681	5401	1021
1682	5403	1017
1683	5406	1014
1684	5409	1011
1685	5411	1007
1686	5414	1004
